rule_index	rule	grounding
Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	428_UM03 hasQuestion UM03 | UM03 hasQuestion_Category Quality => 428_UM03 ResponseOnPlatform 1
Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	474_UM07 hasQuestion UM07 | UM07 hasQuestion_Category Quality => 474_UM07 ResponseOnPlatform 1
Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	487_UM04 hasQuestion UM04 | UM04 hasQuestion_Category Quality => 487_UM04 ResponseOnPlatform 1
Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	433_UM03 hasQuestion UM03 | UM03 hasQuestion_Category Quality => 433_UM03 ResponseOnPlatform 1
Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	448_UM14 hasQuestion UM14 | UM14 hasQuestion_Category Quality => 448_UM14 ResponseOnPlatform 1
Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	248_M006_01 hasQuestion M006_01 | M006_01 hasQuestion_Category Quality => 248_M006_01 ResponseOnPlatform 1
Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	465_UM10 hasQuestion UM10 | UM10 hasQuestion_Category Quality => 465_UM10 ResponseOnPlatform 1
Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	409_UM02 hasQuestion UM02 | UM02 hasQuestion_Category Quality => 409_UM02 ResponseOnPlatform 1
Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	191_M006_01 hasQuestion M006_01 | M006_01 hasQuestion_Category Quality => 191_M006_01 ResponseOnPlatform 1
Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	420_UM09 hasQuestion UM09 | UM09 hasQuestion_Category Quality => 420_UM09 ResponseOnPlatform 1
Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	444_UM09 hasQuestion UM09 | UM09 hasQuestion_Category Quality => 444_UM09 ResponseOnPlatform 1
Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	431_UM04 hasQuestion UM04 | UM04 hasQuestion_Category Quality => 431_UM04 ResponseOnPlatform 1
