rule_index	rule	grounding
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	338_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 338_SU01_01 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	390_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 390_SU01_01 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	339_SU01_07 hasQuestion SU01_07 | SU01_07 hasQuestion_Category Agreement => 339_SU01_07 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	327_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 327_SU01_01 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	386_SU01_07 hasQuestion SU01_07 | SU01_07 hasQuestion_Category Agreement => 386_SU01_07 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	402_SU01_02 hasQuestion SU01_02 | SU01_02 hasQuestion_Category Agreement => 402_SU01_02 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	332_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 332_SU01_01 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	378_SU01_04 hasQuestion SU01_04 | SU01_04 hasQuestion_Category Agreement => 378_SU01_04 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	384_SU01_10 hasQuestion SU01_10 | SU01_10 hasQuestion_Category Agreement => 384_SU01_10 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	356_SU01_06 hasQuestion SU01_06 | SU01_06 hasQuestion_Category Agreement => 356_SU01_06 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	474_UM20 hasQuestion UM20 | UM20 hasQuestion_Category Agreement => 474_UM20 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	419_UM20 hasQuestion UM20 | UM20 hasQuestion_Category Agreement => 419_UM20 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	322_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 322_SU01_01 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	326_SU01_06 hasQuestion SU01_06 | SU01_06 hasQuestion_Category Agreement => 326_SU01_06 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	442_UM20 hasQuestion UM20 | UM20 hasQuestion_Category Agreement => 442_UM20 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	425_UM23 hasQuestion UM23 | UM23 hasQuestion_Category Agreement => 425_UM23 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	390_SU01_09 hasQuestion SU01_09 | SU01_09 hasQuestion_Category Agreement => 390_SU01_09 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	357_SU01_09 hasQuestion SU01_09 | SU01_09 hasQuestion_Category Agreement => 357_SU01_09 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	371_SU01_02 hasQuestion SU01_02 | SU01_02 hasQuestion_Category Agreement => 371_SU01_02 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	446_UM20 hasQuestion UM20 | UM20 hasQuestion_Category Agreement => 446_UM20 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	310_SU01_03 hasQuestion SU01_03 | SU01_03 hasQuestion_Category Agreement => 310_SU01_03 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	379_SU01_08 hasQuestion SU01_08 | SU01_08 hasQuestion_Category Agreement => 379_SU01_08 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	488_UM25 hasQuestion UM25 | UM25 hasQuestion_Category Agreement => 488_UM25 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	389_SU01_04 hasQuestion SU01_04 | SU01_04 hasQuestion_Category Agreement => 389_SU01_04 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	392_SU01_10 hasQuestion SU01_10 | SU01_10 hasQuestion_Category Agreement => 392_SU01_10 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	335_SU01_02 hasQuestion SU01_02 | SU01_02 hasQuestion_Category Agreement => 335_SU01_02 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	461_UM23 hasQuestion UM23 | UM23 hasQuestion_Category Agreement => 461_UM23 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	344_SU01_07 hasQuestion SU01_07 | SU01_07 hasQuestion_Category Agreement => 344_SU01_07 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	464_UM24 hasQuestion UM24 | UM24 hasQuestion_Category Agreement => 464_UM24 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	378_SU01_07 hasQuestion SU01_07 | SU01_07 hasQuestion_Category Agreement => 378_SU01_07 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	309_SU01_10 hasQuestion SU01_10 | SU01_10 hasQuestion_Category Agreement => 309_SU01_10 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	315_SU01_10 hasQuestion SU01_10 | SU01_10 hasQuestion_Category Agreement => 315_SU01_10 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	357_SU01_08 hasQuestion SU01_08 | SU01_08 hasQuestion_Category Agreement => 357_SU01_08 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	332_SU01_07 hasQuestion SU01_07 | SU01_07 hasQuestion_Category Agreement => 332_SU01_07 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	430_UM24 hasQuestion UM24 | UM24 hasQuestion_Category Agreement => 430_UM24 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	384_SU01_07 hasQuestion SU01_07 | SU01_07 hasQuestion_Category Agreement => 384_SU01_07 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	458_UM24 hasQuestion UM24 | UM24 hasQuestion_Category Agreement => 458_UM24 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	396_SU01_07 hasQuestion SU01_07 | SU01_07 hasQuestion_Category Agreement => 396_SU01_07 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	348_SU01_10 hasQuestion SU01_10 | SU01_10 hasQuestion_Category Agreement => 348_SU01_10 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	337_SU01_06 hasQuestion SU01_06 | SU01_06 hasQuestion_Category Agreement => 337_SU01_06 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	348_SU01_02 hasQuestion SU01_02 | SU01_02 hasQuestion_Category Agreement => 348_SU01_02 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	397_SU01_04 hasQuestion SU01_04 | SU01_04 hasQuestion_Category Agreement => 397_SU01_04 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	406_UM23 hasQuestion UM23 | UM23 hasQuestion_Category Agreement => 406_UM23 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	423_UM20 hasQuestion UM20 | UM20 hasQuestion_Category Agreement => 423_UM20 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	322_SU01_05 hasQuestion SU01_05 | SU01_05 hasQuestion_Category Agreement => 322_SU01_05 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	348_SU01_04 hasQuestion SU01_04 | SU01_04 hasQuestion_Category Agreement => 348_SU01_04 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	343_SU01_03 hasQuestion SU01_03 | SU01_03 hasQuestion_Category Agreement => 343_SU01_03 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	320_SU01_09 hasQuestion SU01_09 | SU01_09 hasQuestion_Category Agreement => 320_SU01_09 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	439_UM20 hasQuestion UM20 | UM20 hasQuestion_Category Agreement => 439_UM20 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	349_SU01_02 hasQuestion SU01_02 | SU01_02 hasQuestion_Category Agreement => 349_SU01_02 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	326_SU01_08 hasQuestion SU01_08 | SU01_08 hasQuestion_Category Agreement => 326_SU01_08 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	372_SU01_06 hasQuestion SU01_06 | SU01_06 hasQuestion_Category Agreement => 372_SU01_06 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	386_SU01_09 hasQuestion SU01_09 | SU01_09 hasQuestion_Category Agreement => 386_SU01_09 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	356_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 356_SU01_01 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	315_SU01_06 hasQuestion SU01_06 | SU01_06 hasQuestion_Category Agreement => 315_SU01_06 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	374_SU01_02 hasQuestion SU01_02 | SU01_02 hasQuestion_Category Agreement => 374_SU01_02 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	415_UM25 hasQuestion UM25 | UM25 hasQuestion_Category Agreement => 415_UM25 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	350_SU01_07 hasQuestion SU01_07 | SU01_07 hasQuestion_Category Agreement => 350_SU01_07 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	423_UM24 hasQuestion UM24 | UM24 hasQuestion_Category Agreement => 423_UM24 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	471_UM25 hasQuestion UM25 | UM25 hasQuestion_Category Agreement => 471_UM25 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	453_UM23 hasQuestion UM23 | UM23 hasQuestion_Category Agreement => 453_UM23 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	314_SU01_10 hasQuestion SU01_10 | SU01_10 hasQuestion_Category Agreement => 314_SU01_10 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	379_SU01_05 hasQuestion SU01_05 | SU01_05 hasQuestion_Category Agreement => 379_SU01_05 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	462_UM24 hasQuestion UM24 | UM24 hasQuestion_Category Agreement => 462_UM24 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	378_SU01_10 hasQuestion SU01_10 | SU01_10 hasQuestion_Category Agreement => 378_SU01_10 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	415_UM22 hasQuestion UM22 | UM22 hasQuestion_Category Agreement => 415_UM22 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	383_SU01_06 hasQuestion SU01_06 | SU01_06 hasQuestion_Category Agreement => 383_SU01_06 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	412_UM22 hasQuestion UM22 | UM22 hasQuestion_Category Agreement => 412_UM22 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	372_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 372_SU01_01 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	374_SU01_04 hasQuestion SU01_04 | SU01_04 hasQuestion_Category Agreement => 374_SU01_04 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	410_UM23 hasQuestion UM23 | UM23 hasQuestion_Category Agreement => 410_UM23 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	325_SU01_08 hasQuestion SU01_08 | SU01_08 hasQuestion_Category Agreement => 325_SU01_08 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	370_SU01_08 hasQuestion SU01_08 | SU01_08 hasQuestion_Category Agreement => 370_SU01_08 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	318_SU01_05 hasQuestion SU01_05 | SU01_05 hasQuestion_Category Agreement => 318_SU01_05 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	475_UM25 hasQuestion UM25 | UM25 hasQuestion_Category Agreement => 475_UM25 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	362_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 362_SU01_01 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	398_SU01_06 hasQuestion SU01_06 | SU01_06 hasQuestion_Category Agreement => 398_SU01_06 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	376_SU01_04 hasQuestion SU01_04 | SU01_04 hasQuestion_Category Agreement => 376_SU01_04 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	357_SU01_07 hasQuestion SU01_07 | SU01_07 hasQuestion_Category Agreement => 357_SU01_07 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	419_UM21 hasQuestion UM21 | UM21 hasQuestion_Category Agreement => 419_UM21 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	466_UM24 hasQuestion UM24 | UM24 hasQuestion_Category Agreement => 466_UM24 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	358_SU01_07 hasQuestion SU01_07 | SU01_07 hasQuestion_Category Agreement => 358_SU01_07 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	490_UM20 hasQuestion UM20 | UM20 hasQuestion_Category Agreement => 490_UM20 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	447_UM21 hasQuestion UM21 | UM21 hasQuestion_Category Agreement => 447_UM21 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	339_SU01_09 hasQuestion SU01_09 | SU01_09 hasQuestion_Category Agreement => 339_SU01_09 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	317_SU01_04 hasQuestion SU01_04 | SU01_04 hasQuestion_Category Agreement => 317_SU01_04 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	326_SU01_04 hasQuestion SU01_04 | SU01_04 hasQuestion_Category Agreement => 326_SU01_04 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	311_SU01_05 hasQuestion SU01_05 | SU01_05 hasQuestion_Category Agreement => 311_SU01_05 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	377_SU01_06 hasQuestion SU01_06 | SU01_06 hasQuestion_Category Agreement => 377_SU01_06 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	310_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 310_SU01_01 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	374_SU01_08 hasQuestion SU01_08 | SU01_08 hasQuestion_Category Agreement => 374_SU01_08 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	313_SU01_07 hasQuestion SU01_07 | SU01_07 hasQuestion_Category Agreement => 313_SU01_07 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	420_UM24 hasQuestion UM24 | UM24 hasQuestion_Category Agreement => 420_UM24 type Response
Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	334_SU01_05 hasQuestion SU01_05 | SU01_05 hasQuestion_Category Agreement => 334_SU01_05 type Response
