rule_index	rule	grounding
Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	60_M007_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 60_M007_01 type Response
Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	153_M003_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 153_M003_01 type Response
Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	436_UM18 chosen_Answer_Code NO_RECORDED_RESPONSE => 436_UM18 type Response
Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	199_M004_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 199_M004_01 type Response
Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	185_M010_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 185_M010_01 type Response
Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	21_M008_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 21_M008_01 type Response
Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	405_UM12 chosen_Answer_Code NO_RECORDED_RESPONSE => 405_UM12 type Response
Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	237_M007_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 237_M007_01 type Response
Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	228_M008_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 228_M008_01 type Response
Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	232_M008_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 232_M008_01 type Response
Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	164_M007_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 164_M007_01 type Response
Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	417_UM25 chosen_Answer_Code NO_RECORDED_RESPONSE => 417_UM25 type Response
