rule_index	rule	grounding
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30010003 is_Answer_To UM01 | UM01 type Question => 30010003 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30080002 is_Answer_To UM08 | UM08 type Question => 30080002 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30240004 is_Answer_To UM24 | UM24 type Question => 30240004 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30230002 is_Answer_To UM23 | UM23 type Question => 30230002 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30160003 is_Answer_To UM16 | UM16 type Question => 30160003 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30130003 is_Answer_To UM13 | UM13 type Question => 30130003 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30140004 is_Answer_To UM14 | UM14 type Question => 30140004 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30200005 is_Answer_To UM20 | UM20 type Question => 30200005 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30110002 is_Answer_To UM11 | UM11 type Question => 30110002 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30190003 is_Answer_To UM19 | UM19 type Question => 30190003 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30230004 is_Answer_To UM23 | UM23 type Question => 30230004 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30090004 is_Answer_To UM09 | UM09 type Question => 30090004 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30100004 is_Answer_To UM10 | UM10 type Question => 30100004 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30220005 is_Answer_To UM22 | UM22 type Question => 30220005 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30240001 is_Answer_To UM24 | UM24 type Question => 30240001 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30030001 is_Answer_To UM03 | UM03 type Question => 30030001 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30030003 is_Answer_To UM03 | UM03 type Question => 30030003 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30180003 is_Answer_To UM18 | UM18 type Question => 30180003 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30060004 is_Answer_To UM06 | UM06 type Question => 30060004 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30100001 is_Answer_To UM10 | UM10 type Question => 30100001 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30180002 is_Answer_To UM18 | UM18 type Question => 30180002 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30120005 is_Answer_To UM12 | UM12 type Question => 30120005 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30090002 is_Answer_To UM09 | UM09 type Question => 30090002 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30140005 is_Answer_To UM14 | UM14 type Question => 30140005 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30140003 is_Answer_To UM14 | UM14 type Question => 30140003 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30140001 is_Answer_To UM14 | UM14 type Question => 30140001 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	10050002 is_Answer_To M005 | M005 type Question => 10050002 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30090003 is_Answer_To UM09 | UM09 type Question => 30090003 hasAnswerScale_Type Nominal
Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30150004 is_Answer_To UM15 | UM15 type Question => 30150004 hasAnswerScale_Type Nominal
