rule_index	rule	grounding
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	341_SU01_03 chosen_Answer_Code 4 => 341_SU01_03 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	422_UM17 chosen_Answer_Code 4 => 422_UM17 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	432_UM03 chosen_Answer_Code 4 => 432_UM03 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	432_UM08 chosen_Answer_Code 4 => 432_UM08 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	349_SU01_09 chosen_Answer_Code 4 => 349_SU01_09 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	413_UM23 chosen_Answer_Code 4 => 413_UM23 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	329_SU01_06 chosen_Answer_Code 4 => 329_SU01_06 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	363_SU01_05 chosen_Answer_Code 4 => 363_SU01_05 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	440_UM22 chosen_Answer_Code 4 => 440_UM22 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	467_UM08 chosen_Answer_Code 4 => 467_UM08 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	379_SU01_07 chosen_Answer_Code 4 => 379_SU01_07 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	421_UM19 chosen_Answer_Code 4 => 421_UM19 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	449_UM25 chosen_Answer_Code 4 => 449_UM25 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	398_SU01_05 chosen_Answer_Code 4 => 398_SU01_05 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	328_SU01_07 chosen_Answer_Code 4 => 328_SU01_07 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	363_SU01_03 chosen_Answer_Code 4 => 363_SU01_03 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	484_UM10 chosen_Answer_Code 4 => 484_UM10 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	317_SU01_10 chosen_Answer_Code 4 => 317_SU01_10 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	412_UM17 chosen_Answer_Code 4 => 412_UM17 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	347_SU01_05 chosen_Answer_Code 4 => 347_SU01_05 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	482_UM14 chosen_Answer_Code 4 => 482_UM14 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	469_UM04 chosen_Answer_Code 4 => 469_UM04 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	474_UM21 chosen_Answer_Code 4 => 474_UM21 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	452_UM15 chosen_Answer_Code 4 => 452_UM15 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	455_UM03 chosen_Answer_Code 4 => 455_UM03 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	390_SU01_05 chosen_Answer_Code 4 => 390_SU01_05 type Response
Rule_9	?a chosen_Answer_Code 4 => ?a type Response	452_UM19 chosen_Answer_Code 4 => 452_UM19 type Response
