rule_index	rule	grounding
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	406_UM18 hasQuestion UM18 | UM18 hasQuestion_Category Degree => 406_UM18 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	169_M010_01 hasQuestion M010_01 | M010_01 hasQuestion_Category Degree => 169_M010_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	41_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 41_M002_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	64_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 64_M002_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	304_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 304_M003_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	39_M010_01 hasQuestion M010_01 | M010_01 hasQuestion_Category Degree => 39_M010_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	152_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 152_M002_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	73_M004_01 hasQuestion M004_01 | M004_01 hasQuestion_Category Degree => 73_M004_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	297_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 297_M002_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	278_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 278_M003_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	85_M004_01 hasQuestion M004_01 | M004_01 hasQuestion_Category Degree => 85_M004_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	105_M004_01 hasQuestion M004_01 | M004_01 hasQuestion_Category Degree => 105_M004_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	273_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 273_M002_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	32_M004_01 hasQuestion M004_01 | M004_01 hasQuestion_Category Degree => 32_M004_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	147_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 147_M003_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	242_M004_01 hasQuestion M004_01 | M004_01 hasQuestion_Category Degree => 242_M004_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	160_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 160_M003_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	200_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 200_M003_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	15_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 15_M003_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	265_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 265_M002_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	422_UM18 hasQuestion UM18 | UM18 hasQuestion_Category Degree => 422_UM18 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	28_M004_01 hasQuestion M004_01 | M004_01 hasQuestion_Category Degree => 28_M004_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	181_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 181_M003_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	180_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 180_M002_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	283_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 283_M003_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	179_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 179_M002_01 ResponseOnPlatform 1
Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	104_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 104_M003_01 ResponseOnPlatform 1
