rule_index	rule	grounding
Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30040002 ResponseCode 2 | 2 type User => 30040002 hasAnswerScale_Type Nominal
Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30150006 ResponseCode 5 | 5 type User => 30150006 hasAnswerScale_Type Nominal
Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30080004 ResponseCode 4 | 4 type User => 30080004 hasAnswerScale_Type Nominal
Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30150004 ResponseCode 3 | 3 type User => 30150004 hasAnswerScale_Type Nominal
Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30130004 ResponseCode 3 | 3 type User => 30130004 hasAnswerScale_Type Nominal
Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30100001 ResponseCode 1 | 1 type User => 30100001 hasAnswerScale_Type Nominal
Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30130001 ResponseCode 6 | 6 type User => 30130001 hasAnswerScale_Type Nominal
Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30090001 ResponseCode 1 | 1 type User => 30090001 hasAnswerScale_Type Nominal
Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30030002 ResponseCode 2 | 2 type User => 30030002 hasAnswerScale_Type Nominal
Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30090002 ResponseCode 2 | 2 type User => 30090002 hasAnswerScale_Type Nominal
Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30120004 ResponseCode 3 | 3 type User => 30120004 hasAnswerScale_Type Nominal
Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30180003 ResponseCode 3 | 3 type User => 30180003 hasAnswerScale_Type Nominal
Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30240005 ResponseCode 5 | 5 type User => 30240005 hasAnswerScale_Type Nominal
