rule_index	rule	grounding
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	71_M004_01 chosen_Answer_Code 10 | 10 type User => 71_M004_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	407_UM17 chosen_Answer_Code 5 | 5 type User => 407_UM17 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	330_SU01_03 chosen_Answer_Code 5 | 5 type User => 330_SU01_03 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	119_M006_01 chosen_Answer_Code 8 | 8 type User => 119_M006_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	409_UM13 chosen_Answer_Code 5 | 5 type User => 409_UM13 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	191_M003_01 chosen_Answer_Code 8 | 8 type User => 191_M003_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	307_M003_01 chosen_Answer_Code 10 | 10 type User => 307_M003_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	192_M006_01 chosen_Answer_Code 6 | 6 type User => 192_M006_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	184_M006_01 chosen_Answer_Code 10 | 10 type User => 184_M006_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	46_M003_01 chosen_Answer_Code 10 | 10 type User => 46_M003_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	12_M002_01 chosen_Answer_Code 6 | 6 type User => 12_M002_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	326_SU01_08 chosen_Answer_Code 5 | 5 type User => 326_SU01_08 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	491_UM02 chosen_Answer_Code 2 | 2 type User => 491_UM02 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	150_M010_01 chosen_Answer_Code 2 | 2 type User => 150_M010_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	395_SU01_04 chosen_Answer_Code 5 | 5 type User => 395_SU01_04 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	481_UM10 chosen_Answer_Code 5 | 5 type User => 481_UM10 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	484_UM18 chosen_Answer_Code 2 | 2 type User => 484_UM18 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	490_UM14 chosen_Answer_Code 5 | 5 type User => 490_UM14 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	99_M010_01 chosen_Answer_Code 9 | 9 type User => 99_M010_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	341_SU01_03 chosen_Answer_Code 4 | 4 type User => 341_SU01_03 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	422_UM17 chosen_Answer_Code 4 | 4 type User => 422_UM17 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	487_UM21 chosen_Answer_Code 5 | 5 type User => 487_UM21 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	276_M006_01 chosen_Answer_Code 10 | 10 type User => 276_M006_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	149_M003_01 chosen_Answer_Code 8 | 8 type User => 149_M003_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	432_UM03 chosen_Answer_Code 4 | 4 type User => 432_UM03 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	386_SU01_04 chosen_Answer_Code 3 | 3 type User => 386_SU01_04 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	136_M010_01 chosen_Answer_Code 8 | 8 type User => 136_M010_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	426_UM12 chosen_Answer_Code 3 | 3 type User => 426_UM12 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	444_UM18 chosen_Answer_Code 5 | 5 type User => 444_UM18 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	432_UM08 chosen_Answer_Code 4 | 4 type User => 432_UM08 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	349_SU01_09 chosen_Answer_Code 4 | 4 type User => 349_SU01_09 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	274_M006_01 chosen_Answer_Code 8 | 8 type User => 274_M006_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	303_M010_01 chosen_Answer_Code 7 | 7 type User => 303_M010_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	152_M010_01 chosen_Answer_Code 8 | 8 type User => 152_M010_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	345_SU01_09 chosen_Answer_Code 5 | 5 type User => 345_SU01_09 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	260_M003_01 chosen_Answer_Code 9 | 9 type User => 260_M003_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	413_UM23 chosen_Answer_Code 4 | 4 type User => 413_UM23 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	346_SU01_04 chosen_Answer_Code 3 | 3 type User => 346_SU01_04 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	167_M004_01 chosen_Answer_Code 8 | 8 type User => 167_M004_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	329_SU01_06 chosen_Answer_Code 4 | 4 type User => 329_SU01_06 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	363_SU01_05 chosen_Answer_Code 4 | 4 type User => 363_SU01_05 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	390_SU01_03 chosen_Answer_Code 3 | 3 type User => 390_SU01_03 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	440_UM22 chosen_Answer_Code 4 | 4 type User => 440_UM22 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	243_M003_01 chosen_Answer_Code 9 | 9 type User => 243_M003_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	339_SU01_04 chosen_Answer_Code 5 | 5 type User => 339_SU01_04 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	179_M005 chosen_Answer_Code 3 | 3 type User => 179_M005 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	59_M003_01 chosen_Answer_Code 10 | 10 type User => 59_M003_01 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	310_SU01_07 chosen_Answer_Code 5 | 5 type User => 310_SU01_07 ResponseOnPlatform 1
Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	467_UM08 chosen_Answer_Code 4 | 4 type User => 467_UM08 ResponseOnPlatform 1
