Rule 220:
If question M007 01, then type Response.

Formal Rule:
Head: ?a  type  Response
Body: ?a  hasQuestion  M007_01

Real Instances from Knowledge Graph (308 found):

40 M007 01 has type Response, 40 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
280 M007 01 has type Response, 280 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
112 M007 01 has type Response, 112 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
175 M007 01 has type Response, 175 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
87 M007 01 has type Response, 87 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
291 M007 01 has type Response, 291 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
82 M007 01 has type Response, 82 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
100 M007 01 has type Response, 100 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
205 M007 01 has type Response, 205 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
36 M007 01 has type Response, 36 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
71 M007 01 has type Response, 71 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
27 M007 01 has type Response, 27 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
154 M007 01 has type Response, 154 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
301 M007 01 has type Response, 301 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
17 M007 01 has type Response, 17 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
232 M007 01 has type Response, 232 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
192 M007 01 has type Response, 192 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
138 M007 01 has type Response, 138 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
294 M007 01 has type Response, 294 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
277 M007 01 has type Response, 277 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
204 M007 01 has type Response, 204 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
188 M007 01 has type Response, 188 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
86 M007 01 has type Response, 86 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
196 M007 01 has type Response, 196 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
145 M007 01 has type Response, 145 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
132 M007 01 has type Response, 132 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
22 M007 01 has type Response, 22 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
69 M007 01 has type Response, 69 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
90 M007 01 has type Response, 90 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
124 M007 01 has type Response, 124 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
238 M007 01 has type Response, 238 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
7 M007 01 has type Response, 7 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
165 M007 01 has type Response, 165 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
267 M007 01 has type Response, 267 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
3 M007 01 has type Response, 3 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
193 M007 01 has type Response, 193 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
186 M007 01 has type Response, 186 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
26 M007 01 has type Response, 26 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
213 M007 01 has type Response, 213 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
144 M007 01 has type Response, 144 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
56 M007 01 has type Response, 56 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
111 M007 01 has type Response, 111 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
224 M007 01 has type Response, 224 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
198 M007 01 has type Response, 198 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
15 M007 01 has type Response, 15 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
288 M007 01 has type Response, 288 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
182 M007 01 has type Response, 182 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
276 M007 01 has type Response, 276 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
149 M007 01 has type Response, 149 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
118 M007 01 has type Response, 118 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
38 M007 01 has type Response, 38 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
242 M007 01 has type Response, 242 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
229 M007 01 has type Response, 229 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
285 M007 01 has type Response, 285 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
177 M007 01 has type Response, 177 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
115 M007 01 has type Response, 115 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
168 M007 01 has type Response, 168 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
80 M007 01 has type Response, 80 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
10 M007 01 has type Response, 10 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
259 M007 01 has type Response, 259 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
209 M007 01 has type Response, 209 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
296 M007 01 has type Response, 296 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
237 M007 01 has type Response, 237 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
216 M007 01 has type Response, 216 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
72 M007 01 has type Response, 72 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
47 M007 01 has type Response, 47 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
39 M007 01 has type Response, 39 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
223 M007 01 has type Response, 223 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
181 M007 01 has type Response, 181 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
265 M007 01 has type Response, 265 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
210 M007 01 has type Response, 210 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
19 M007 01 has type Response, 19 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
233 M007 01 has type Response, 233 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
230 M007 01 has type Response, 230 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
247 M007 01 has type Response, 247 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
234 M007 01 has type Response, 234 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
126 M007 01 has type Response, 126 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
166 M007 01 has type Response, 166 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
270 M007 01 has type Response, 270 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
120 M007 01 has type Response, 120 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
94 M007 01 has type Response, 94 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
9 M007 01 has type Response, 9 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
64 M007 01 has type Response, 64 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
37 M007 01 has type Response, 37 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
246 M007 01 has type Response, 246 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
245 M007 01 has type Response, 245 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
70 M007 01 has type Response, 70 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
139 M007 01 has type Response, 139 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
262 M007 01 has type Response, 262 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
13 M007 01 has type Response, 13 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
155 M007 01 has type Response, 155 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
248 M007 01 has type Response, 248 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
91 M007 01 has type Response, 91 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
306 M007 01 has type Response, 306 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
217 M007 01 has type Response, 217 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
8 M007 01 has type Response, 8 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
131 M007 01 has type Response, 131 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
18 M007 01 has type Response, 18 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
251 M007 01 has type Response, 251 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
104 M007 01 has type Response, 104 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
286 M007 01 has type Response, 286 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
176 M007 01 has type Response, 176 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
99 M007 01 has type Response, 99 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
14 M007 01 has type Response, 14 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
20 M007 01 has type Response, 20 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
46 M007 01 has type Response, 46 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
32 M007 01 has type Response, 32 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
129 M007 01 has type Response, 129 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
95 M007 01 has type Response, 95 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
272 M007 01 has type Response, 272 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
266 M007 01 has type Response, 266 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
83 M007 01 has type Response, 83 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
304 M007 01 has type Response, 304 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
84 M007 01 has type Response, 84 M007 01 has question M007 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
