Rule 165:
If question M002 01, then response on platform 1.

Formal Rule:
Head: ?a  ResponseOnPlatform  1
Body: ?a  hasQuestion  M002_01

Real Instances from Knowledge Graph (308 found):

41 M002 01 has response on platform 1, 41 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
64 M002 01 has response on platform 1, 64 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
152 M002 01 has response on platform 1, 152 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
297 M002 01 has response on platform 1, 297 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
273 M002 01 has response on platform 1, 273 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
265 M002 01 has response on platform 1, 265 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
180 M002 01 has response on platform 1, 180 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
179 M002 01 has response on platform 1, 179 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
270 M002 01 has response on platform 1, 270 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
154 M002 01 has response on platform 1, 154 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
264 M002 01 has response on platform 1, 264 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
206 M002 01 has response on platform 1, 206 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
308 M002 01 has response on platform 1, 308 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
4 M002 01 has response on platform 1, 4 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
274 M002 01 has response on platform 1, 274 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
280 M002 01 has response on platform 1, 280 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
125 M002 01 has response on platform 1, 125 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
167 M002 01 has response on platform 1, 167 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
248 M002 01 has response on platform 1, 248 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
159 M002 01 has response on platform 1, 159 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
196 M002 01 has response on platform 1, 196 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
299 M002 01 has response on platform 1, 299 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
305 M002 01 has response on platform 1, 305 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
29 M002 01 has response on platform 1, 29 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
216 M002 01 has response on platform 1, 216 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
230 M002 01 has response on platform 1, 230 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
96 M002 01 has response on platform 1, 96 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
36 M002 01 has response on platform 1, 36 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
133 M002 01 has response on platform 1, 133 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
22 M002 01 has response on platform 1, 22 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
185 M002 01 has response on platform 1, 185 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
278 M002 01 has response on platform 1, 278 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
135 M002 01 has response on platform 1, 135 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
131 M002 01 has response on platform 1, 131 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
25 M002 01 has response on platform 1, 25 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
132 M002 01 has response on platform 1, 132 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
108 M002 01 has response on platform 1, 108 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
33 M002 01 has response on platform 1, 33 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
199 M002 01 has response on platform 1, 199 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
209 M002 01 has response on platform 1, 209 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
282 M002 01 has response on platform 1, 282 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
9 M002 01 has response on platform 1, 9 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
194 M002 01 has response on platform 1, 194 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
161 M002 01 has response on platform 1, 161 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
190 M002 01 has response on platform 1, 190 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
62 M002 01 has response on platform 1, 62 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
59 M002 01 has response on platform 1, 59 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
23 M002 01 has response on platform 1, 23 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
219 M002 01 has response on platform 1, 219 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
134 M002 01 has response on platform 1, 134 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
163 M002 01 has response on platform 1, 163 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
176 M002 01 has response on platform 1, 176 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
43 M002 01 has response on platform 1, 43 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
204 M002 01 has response on platform 1, 204 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
47 M002 01 has response on platform 1, 47 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
271 M002 01 has response on platform 1, 271 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
117 M002 01 has response on platform 1, 117 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
266 M002 01 has response on platform 1, 266 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
210 M002 01 has response on platform 1, 210 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
186 M002 01 has response on platform 1, 186 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
232 M002 01 has response on platform 1, 232 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
116 M002 01 has response on platform 1, 116 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
191 M002 01 has response on platform 1, 191 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
238 M002 01 has response on platform 1, 238 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
100 M002 01 has response on platform 1, 100 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
20 M002 01 has response on platform 1, 20 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
49 M002 01 has response on platform 1, 49 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
73 M002 01 has response on platform 1, 73 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
123 M002 01 has response on platform 1, 123 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
261 M002 01 has response on platform 1, 261 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
253 M002 01 has response on platform 1, 253 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
256 M002 01 has response on platform 1, 256 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
27 M002 01 has response on platform 1, 27 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
202 M002 01 has response on platform 1, 202 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
127 M002 01 has response on platform 1, 127 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
111 M002 01 has response on platform 1, 111 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
227 M002 01 has response on platform 1, 227 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
56 M002 01 has response on platform 1, 56 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
101 M002 01 has response on platform 1, 101 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
153 M002 01 has response on platform 1, 153 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
267 M002 01 has response on platform 1, 267 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
263 M002 01 has response on platform 1, 263 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
32 M002 01 has response on platform 1, 32 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
24 M002 01 has response on platform 1, 24 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
276 M002 01 has response on platform 1, 276 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
181 M002 01 has response on platform 1, 181 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
277 M002 01 has response on platform 1, 277 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
83 M002 01 has response on platform 1, 83 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
183 M002 01 has response on platform 1, 183 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
275 M002 01 has response on platform 1, 275 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
10 M002 01 has response on platform 1, 10 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
90 M002 01 has response on platform 1, 90 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
141 M002 01 has response on platform 1, 141 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
5 M002 01 has response on platform 1, 5 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
283 M002 01 has response on platform 1, 283 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
229 M002 01 has response on platform 1, 229 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
126 M002 01 has response on platform 1, 126 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
107 M002 01 has response on platform 1, 107 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
172 M002 01 has response on platform 1, 172 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
214 M002 01 has response on platform 1, 214 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
110 M002 01 has response on platform 1, 110 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
94 M002 01 has response on platform 1, 94 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
40 M002 01 has response on platform 1, 40 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
136 M002 01 has response on platform 1, 136 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
38 M002 01 has response on platform 1, 38 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
77 M002 01 has response on platform 1, 77 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
298 M002 01 has response on platform 1, 298 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
137 M002 01 has response on platform 1, 137 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
144 M002 01 has response on platform 1, 144 M002 01 has question M002 01 The path is classified as POSITIVE (PCA Confidence 1.0000 >= threshold 0.5) Answer: yes
