node,Degree,BetweennessCentrality,ClosenessCentrality,Radiality,Stress,ClusteringCoefficient
http://digistrucmed.org/questionnaire#1,3154,0.9614417236518604,0.8508374830239926,0.9999444157948213,231283058,0.0
http://digistrucmed.org/questionnaire#M006_01,181,0.0027056779890846133,0.34606886392929476,0.9994008883013888,4941778,0.010419935973887389
http://digistrucmed.org/questionnaire#M004_01,181,0.002668534961688475,0.3448623853211009,0.9993976831423649,4849590,0.010419935973887389
http://digistrucmed.org/questionnaire#M003_01,181,0.002668244009549816,0.3448623853211009,0.9993976831423649,4849304,0.010419935973887389
http://digistrucmed.org/questionnaire#M002_01,181,0.002664922103164901,0.3448623853211009,0.9993976831423649,4849590,0.010419935973887389
http://digistrucmed.org/questionnaire#M010_01,181,0.002250960250610326,0.3448623853211009,0.9993976831423649,3549498,0.010419935973887389
http://digistrucmed.org/questionnaire#UM12,65,0.001819635645624127,0.33171549594069893,0.9993612455450398,3380398,0.027649769585253458
http://digistrucmed.org/questionnaire#UM14,65,0.0018036108496409951,0.33221387538665487,0.9993626794319715,3312238,0.027649769585253458
http://digistrucmed.org/questionnaire#M005,174,0.00169754622135006,0.33794839521711767,0.9993788739196716,6212996,0.011287909696722427
http://digistrucmed.org/questionnaire#M007_01,172,0.0015586117020669078,0.3378269075222432,0.9993785365345111,6210230,0.011555864949530108
http://digistrucmed.org/questionnaire#M008_01,172,0.001552424031507778,0.3378269075222432,0.9993785365345111,6210154,0.011555864949530108
http://digistrucmed.org/questionnaire#UM13,65,0.001348021975056406,0.33221387538665487,0.9993626794319715,2628176,0.027649769585253458
http://digistrucmed.org/questionnaire#UM15,65,0.0013088567318450249,0.33221387538665487,0.9993626794319715,2406022,0.027649769585253458
http://digistrucmed.org/questionnaire#UM16,64,0.001288559807364674,0.3319791574671024,0.9993620046616507,2358038,0.028556319407720784
http://digistrucmed.org/questionnaire#UM21,64,0.001268844281144706,0.3326254313777542,0.9993638602800331,2807494,0.028556319407720784
http://digistrucmed.org/questionnaire#UM19,64,0.0012582162584621956,0.3320964749536178,0.9993623420468112,2403282,0.028556319407720784
http://digistrucmed.org/questionnaire#very_negative,44,0.001124366549441812,0.3168141592920354,0.9993162889724142,253690,0.0
http://digistrucmed.org/questionnaire#negative,44,0.0010712074333781537,0.3185863208746504,0.9993218558275612,171648,0.0
http://digistrucmed.org/questionnaire#243_UM15,4,0.001013153281193978,0.46139683319013136,0.9996298884790221,131744,0.16666666666666666
http://digistrucmed.org/questionnaire#very_positive,44,0.0008894246960048148,0.34844271412680755,0.9994071299268567,175320,0.0
http://digistrucmed.org/questionnaire#Empty,41,0.0008437744893069676,0.3464516129032258,0.9994019004568702,108552,0.0
http://digistrucmed.org/questionnaire#SU01_05,63,0.0008348266318243643,0.3309270182234352,0.9993589681952071,2821310,0.02896174863387978
http://digistrucmed.org/questionnaire#SU01_07,63,0.0008346237953760516,0.3309270182234352,0.9993589681952071,2821258,0.02896174863387978
http://digistrucmed.org/questionnaire#SU01_02,63,0.00083432680566662,0.3309270182234352,0.9993589681952071,2821336,0.02896174863387978
http://digistrucmed.org/questionnaire#SU01_09,63,0.0008337241646786995,0.3309270182234352,0.9993589681952071,2821258,0.02896174863387978
http://digistrucmed.org/questionnaire#SU01_03,63,0.000833553389341475,0.3309270182234352,0.9993589681952071,2821284,0.02896174863387978
http://digistrucmed.org/questionnaire#UM17,64,0.0008302824199864771,0.3319791574671024,0.9993620046616507,1675580,0.028556319407720784
http://digistrucmed.org/questionnaire#UM23,64,0.0008136071118165449,0.3326254313777542,0.9993638602800331,2123196,0.028556319407720784
http://digistrucmed.org/questionnaire#UM22,64,0.0008122914532749365,0.3326254313777542,0.9993638602800331,2123152,0.028556319407720784
http://digistrucmed.org/questionnaire#UM25,64,0.0008122369970704643,0.3326254313777542,0.9993638602800331,2123152,0.028556319407720784
http://digistrucmed.org/questionnaire#UM20,64,0.0008115596206192264,0.3326254313777542,0.9993638602800331,2123152,0.028556319407720784
http://digistrucmed.org/questionnaire#UM24,64,0.0008114624821999437,0.3326254313777542,0.9993638602800331,2123064,0.028556319407720784
http://digistrucmed.org/questionnaire#positive,44,0.0008053047013597276,0.34231855022311264,0.9993908510928664,147340,0.0
http://digistrucmed.org/questionnaire#UM02,64,0.0008030429226727661,0.3320964749536178,0.9993623420468112,1719238,0.028556319407720784
http://digistrucmed.org/questionnaire#UM04,64,0.0008015735762530741,0.3320964749536178,0.9993623420468112,1719182,0.028556319407720784
http://digistrucmed.org/questionnaire#UM11,64,0.0007950529823003527,0.3320964749536178,0.9993623420468112,1707472,0.028556319407720784
http://digistrucmed.org/questionnaire#UM06,64,0.0007950017262001255,0.3320964749536178,0.9993623420468112,1707478,0.028556319407720784
