30216
3716	6651	19
3705	6605	14
4031	163	5
831	6553	14
313	307	2
6075	6073	2
5578	6621	14
3107	6585	28
4365	163	5
2036	6651	19
4774	6585	28
924	6556	14
5554	5534	2
6351	6585	28
5165	6651	19
4888	6651	7
5990	163	5
4569	4562	2
5496	6585	28
5982	6626	14
5348	6585	28
5135	5126	2
1574	6651	7
6312	6307	2
3943	6585	28
3949	6585	28
1902	1897	2
3731	6585	28
2966	6591	14
4153	6585	28
5637	6585	28
2121	2113	2
6288	6585	28
1274	140	4
5406	6614	14
1795	163	5
3925	6608	14
2305	6651	7
2665	6553	14
5890	6612	14
3043	6651	7
2938	2932	2
2073	6556	14
3728	163	5
6274	6271	2
2699	6585	28
2183	6585	28
2090	163	5
1089	6651	7
1505	6651	7
5203	6619	14
5355	5343	2
4744	4727	2
547	163	5
584	6558	14
1326	6651	19
395	6651	7
3792	6651	7
4879	163	5
1649	6651	19
6125	163	5
3491	3485	2
5155	6606	14
4539	4536	2
3784	3781	2
5570	6613	14
3310	6651	19
6491	6585	28
5113	6616	14
1544	6585	28
2448	6644	10
2144	163	5
6410	6651	7
2895	6651	7
3735	6585	28
5500	6651	7
4215	6651	22
4553	6620	14
2082	2077	2
6219	163	5
1713	1708	2
1140	6556	14
4194	4189	2
3791	6651	7
617	6651	7
2087	163	5
3968	6651	7
2461	2461	11
3792	163	5
1409	163	5
382	6651	7
5776	6628	14
2224	6585	28
3198	6596	14
5577	6651	7
4684	6585	28
758	6651	7
606	6585	28
399	6585	28
3349	6595	14
2864	163	5
1757	1753	2
6116	163	5
362	6651	7
2493	6585	28
4836	6585	28
2691	6651	19
4461	4458	2
4637	6651	7
4209	6651	19
2855	163	5
4421	6651	7
5177	6651	19
454	6585	28
4014	6619	14
3304	6651	19
831	6651	19
2171	6651	19
1489	6651	7
1604	6651	7
5982	163	5
6255	6553	14
1720	6585	28
424	424	18
1357	1357	18
2840	163	5
1296	6598	21
4506	6585	28
2005	6651	22
5728	163	5
4373	4371	2
3381	6651	19
3215	3214	2
1830	6556	14
3547	163	5
1991	6555	14
696	6553	14
2396	6651	3
5798	6651	19
619	6557	14
5478	6585	28
441	6585	28
2314	6651	3
1827	6651	7
4453	4432	2
3511	6651	19
6519	6585	28
1622	163	5
618	163	5
1164	6585	28
5523	6618	14
287	6651	7
3138	3128	2
1599	6559	14
6442	6651	22
5451	6555	14
4206	4189	2
2296	163	5
3564	163	5
2812	6651	7
1033	6557	14
2875	6651	19
5399	5395	2
3446	163	5
698	163	5
1866	1861	2
2520	163	5
5782	6608	14
862	6651	19
4699	4675	2
277	271	2
2312	6543	28
6048	6651	7
5340	6585	28
4632	6621	14
3736	3729	2
1295	6644	10
2403	6644	10
310	6651	19
4584	6651	19
6600	6577	28
1875	6585	28
4627	6585	28
490	163	5
3006	6651	19
2199	6585	28
1751	163	5
3993	6651	19
4063	6585	28
3739	6585	28
4499	6618	14
3929	6651	7
5890	6651	19
2272	6557	14
1116	163	5
5944	6651	7
3911	6620	14
4028	4024	2
1027	6651	22
2313	2313	11
6237	6553	14
875	163	5
4761	6585	28
3789	6651	19
4345	4345	18
4075	6651	7
2416	2416	11
5884	5881	2
3996	6585	28
2814	6591	14
5498	6619	14
4825	6585	28
6238	6651	7
559	559	18
6385	6651	7
5162	163	5
5522	163	5
6041	163	5
1478	6585	28
3815	3807	2
1866	6556	14
6325	6629	28
5141	163	5
394	6557	14
4277	6585	28
273	271	2
5798	6651	7
1767	6651	19
1076	6651	19
4791	6585	28
1821	6651	7
3358	6651	19
822	163	5
896	163	5
3234	6651	7
241	89	4
5344	163	5
3838	3833	2
4039	6651	7
6137	6585	28
5109	5100	2
1637	6552	14
4574	6615	14
5493	6585	28
5487	6651	19
5253	6651	19
3093	6599	14
2094	6651	19
2413	6543	28
5789	6651	19
4176	6651	7
1332	163	5
4771	4753	2
5729	163	5
2942	6651	19
537	6651	19
1297	6543	28
6329	163	5
167	6651	19
4656	163	5
807	802	2
6282	6585	28
4013	6585	28
3066	6585	28
3431	3430	2
5897	6651	19
4514	6651	7
5852	5829	2
4517	163	5
652	163	5
6445	6442	2
743	6651	19
5122	6651	19
6073	6073	18
4200	6651	19
2456	6651	4
2507	6585	28
3397	6651	22
4440	163	5
5431	163	5
4004	6609	14
3229	6651	19
2406	4	4
4546	6613	14
5302	6585	28
2504	6585	28
566	559	2
6414	6585	28
842	838	2
5108	6585	28
4051	4050	2
1189	1189	18
1759	1753	2
5457	6651	7
2577	2575	2
215	102	4
4800	6585	28
2541	6651	19
638	6558	14
4800	6651	19
6151	163	5
2592	6585	28
3627	3624	2
901	6629	28
3067	163	5
517	6651	7
4277	4267	2
1565	6651	7
4090	6617	14
1846	6651	7
3757	6651	19
4909	6629	28
5282	5265	2
5883	6585	28
5963	6607	14
1209	6651	19
2083	53	7
5121	6651	7
4480	163	5
2177	6651	7
3973	3972	2
2619	6651	22
2979	6651	19
989	982	2
3667	6651	19
6268	163	5
2898	6651	19
396	6651	19
1718	6651	19
3248	6651	7
459	163	5
5571	6614	14
2566	2564	2
6020	6020	18
4576	163	5
276	163	5
6058	6585	28
3055	3051	2
4935	6585	28
4470	4458	2
1109	6651	19
1451	1447	2
1773	6585	28
3355	3355	18
2703	6599	14
449	442	2
3666	6651	22
3131	6585	28
5720	6585	28
1537	6629	28
5170	6621	14
2370	6565	12
1157	163	5
4619	6651	7
3941	3920	2
1760	6558	14
6254	163	5
749	6585	28
2764	163	5
227	156	4
3418	3408	2
1235	6651	7
770	6651	7
4667	6621	14
211	149	4
2545	6585	28
418	6651	19
2128	2122	2
1797	163	5
6252	6585	28
5336	6651	19
1777	6651	7
1837	163	5
6218	6651	7
2797	163	5
1421	6552	14
4825	6651	7
4565	4562	2
3545	3538	2
957	6651	7
4580	163	5
5386	163	5
3547	3538	2
3992	6585	28
4132	6651	19
364	6554	14
5310	6622	14
6330	6651	19
4153	6651	7
1093	6651	19
6266	6555	14
4634	6651	19
5474	6621	14
4311	6651	7
2975	6651	7
5419	5395	2
2589	6651	19
803	6651	7
6179	163	5
1982	6555	14
3865	3842	2
4013	3998	2
1406	6651	7
6020	6651	22
5278	6651	19
2610	6651	19
1910	6555	14
5298	6651	19
5010	6651	7
2635	6651	7
5452	6651	19
2861	6651	7
2728	6651	7
5533	6628	14
2294	6585	28
1553	6651	19
947	6552	14
5123	6651	19
913	163	5
4895	163	5
1648	1645	2
703	6651	22
5424	6651	7
4446	163	5
1622	6555	14
5176	163	5
2905	6555	14
4018	163	5
6104	6100	2
5712	6651	19
5686	163	5
987	6651	7
2803	163	5
5860	163	5
4022	6585	28
3323	163	5
1379	1375	2
3656	6585	28
5973	163	5
1416	6651	7
4704	6585	28
2680	6585	28
2900	6651	7
5513	5508	2
1494	1492	2
4044	6651	19
1262	6543	28
2137	2131	2
993	163	5
5227	6651	7
3103	6598	14
5017	6651	7
3768	163	5
5925	163	5
1486	6651	19
4937	6651	19
2939	6585	28
1519	6651	22
455	6585	28
2047	6557	14
6298	6298	18
3835	6585	28
165	163	5
3640	3633	2
2822	2813	2
2019	6585	28
1567	6651	19
5149	6585	28
5816	6651	19
1841	6585	28
6144	163	5
4316	4293	2
4307	163	5
2744	2738	2
5142	163	5
451	6629	28
175	163	5
697	6651	7
1071	6585	28
6206	63	7
4968	163	5
4307	6651	19
6191	6585	28
3580	6585	28
5068	5048	2
2810	6585	28
986	163	5
4600	6651	7
4223	4215	2
4477	6585	28
3190	6599	14
5606	5586	2
5096	6585	28
1715	163	5
2254	2248	2
4697	6585	28
2246	6651	7
1173	6651	7
3008	6651	7
208	208	11
571	6651	19
5824	6624	14
6137	6651	19
6068	6064	2
5598	6651	19
2959	2954	2
5647	6651	7
4160	6651	19
4312	6651	19
5575	163	5
526	163	5
5519	6651	19
4003	163	5
711	6559	14
3876	6585	28
4020	6651	19
3618	6554	14
5672	6651	19
421	163	5
501	6585	28
6392	163	5
4859	6585	28
4741	163	5
168	163	5
4295	6585	28
4008	6613	14
5667	5664	2
4584	6585	28
3470	6597	14
1423	6554	14
4529	6585	28
2262	6651	7
5334	6620	14
5879	163	5
2814	6585	28
